Sr. No,Image,Object_Class,Confidence
896,72854.png,bird,tensor(0.52989)
897,29187.png,person,tensor(0.73731)
898,31852.png,person,tensor(0.65982)
899,04728.png,person,tensor(0.65134)
900,95203.png,person,tensor(0.70994)
901,96432.png,motorcycle,tensor(0.76650)
901,96432.png,person,tensor(0.74463)
901,96432.png,person,tensor(0.57214)
902,40857.png,tie,tensor(0.62524)
903,03692.png,person,tensor(0.77979)
903,03692.png,person,tensor(0.76744)
903,03692.png,person,tensor(0.73402)
903,03692.png,person,tensor(0.66226)
903,03692.png,person,tensor(0.65655)
903,03692.png,person,tensor(0.64780)
903,03692.png,person,tensor(0.61996)
903,03692.png,person,tensor(0.58080)
903,03692.png,person,tensor(0.55714)
903,03692.png,person,tensor(0.51239)
903,03692.png,person,tensor(0.50966)
904,29437.png,person,tensor(0.92150)
904,29437.png,person,tensor(0.89147)
904,29437.png,person,tensor(0.80014)
904,29437.png,person,tensor(0.74593)
904,29437.png,person,tensor(0.70870)
906,13568.png,chair,tensor(0.73539)
906,13568.png,person,tensor(0.54112)
907,21753.png,person,tensor(0.56948)
908,82190.png,person,tensor(0.55014)
909,03524.png,person,tensor(0.70225)
909,03524.png,person,tensor(0.64866)
909,03524.png,person,tensor(0.56598)
909,03524.png,person,tensor(0.56513)
909,03524.png,person,tensor(0.55328)
909,03524.png,person,tensor(0.53954)
910,49701.png,person,tensor(0.72586)
910,49701.png,person,tensor(0.56575)
911,48316.png,book,tensor(0.68375)
911,48316.png,person,tensor(0.58056)
912,97852.png,person,tensor(0.54353)
913,78263.png,person,tensor(0.88559)
913,78263.png,person,tensor(0.84238)
914,48617.png,person,tensor(0.82502)
914,48617.png,chair,tensor(0.75662)
914,48617.png,chair,tensor(0.67148)
915,10653.png,person,tensor(0.72511)
917,30427.png,person,tensor(0.80140)
917,30427.png,person,tensor(0.78514)
917,30427.png,umbrella,tensor(0.73931)
918,28134.png,tie,tensor(0.82704)
918,28134.png,tie,tensor(0.72539)
918,28134.png,person,tensor(0.72520)
918,28134.png,tie,tensor(0.63114)
918,28134.png,person,tensor(0.61017)
918,28134.png,person,tensor(0.60855)
918,28134.png,tie,tensor(0.57957)
918,28134.png,person,tensor(0.56511)
918,28134.png,person,tensor(0.54567)
918,28134.png,tie,tensor(0.54026)
918,28134.png,person,tensor(0.52593)
918,28134.png,person,tensor(0.51649)
920,34857.png,person,tensor(0.56826)
920,34857.png,person,tensor(0.52250)
921,36524.png,person,tensor(0.72441)
921,36524.png,person,tensor(0.64345)
923,28561.png,person,tensor(0.82320)
923,28561.png,person,tensor(0.72701)
923,28561.png,person,tensor(0.69930)
924,86914.png,keyboard,tensor(0.84434)
924,86914.png,mouse,tensor(0.64344)
925,62941.png,person,tensor(0.61472)
926,86593.png,person,tensor(0.56049)
927,09215.png,cell phone,tensor(0.55576)
930,35719.png,person,tensor(0.77436)
931,34510.png,person,tensor(0.79148)
933,37498.png,cat,tensor(0.53779)
934,26538.png,person,tensor(0.79113)
934,26538.png,person,tensor(0.74912)
934,26538.png,person,tensor(0.70287)
935,74362.png,tie,tensor(0.69158)
935,74362.png,person,tensor(0.60511)
935,74362.png,sports ball,tensor(0.59336)
935,74362.png,person,tensor(0.57422)
936,29785.png,person,tensor(0.81072)
941,03691.png,person,tensor(0.83575)
941,03691.png,person,tensor(0.83574)
941,03691.png,person,tensor(0.77875)
941,03691.png,person,tensor(0.74025)
941,03691.png,person,tensor(0.63872)
941,03691.png,book,tensor(0.57264)
941,03691.png,person,tensor(0.52614)
943,31948.png,person,tensor(0.68673)
943,31948.png,person,tensor(0.60138)
948,98256.png,tie,tensor(0.82691)
949,04791.png,person,tensor(0.86286)
949,04791.png,person,tensor(0.62531)
949,04791.png,person,tensor(0.60880)
949,04791.png,person,tensor(0.59697)
950,01468.png,toilet,tensor(0.76345)
950,01468.png,person,tensor(0.76277)
952,15392.png,person,tensor(0.85001)
952,15392.png,person,tensor(0.78295)
952,15392.png,person,tensor(0.64825)
952,15392.png,person,tensor(0.60365)
952,15392.png,person,tensor(0.54233)
952,15392.png,person,tensor(0.52536)
952,15392.png,person,tensor(0.51689)
954,71602.png,wine glass,tensor(0.54952)
955,64059.png,person,tensor(0.53441)
959,30246.png,person,tensor(0.67234)
959,30246.png,person,tensor(0.60241)
960,79426.png,tie,tensor(0.68735)
960,79426.png,person,tensor(0.59637)
961,93127.png,person,tensor(0.73144)
962,31072.png,person,tensor(0.78415)
962,31072.png,person,tensor(0.70857)
962,31072.png,person,tensor(0.53018)
963,76429.png,person,tensor(0.83605)
964,25097.png,person,tensor(0.64060)
966,92187.png,person,tensor(0.90704)
966,92187.png,baseball glove,tensor(0.80173)
966,92187.png,sports ball,tensor(0.71039)
967,08369.png,person,tensor(0.54262)
968,30961.png,person,tensor(0.62650)
969,40965.png,person,tensor(0.68248)
969,40965.png,person,tensor(0.66267)
969,40965.png,person,tensor(0.65410)
969,40965.png,person,tensor(0.53703)
969,40965.png,person,tensor(0.50038)
970,81436.png,person,tensor(0.60782)
972,90842.png,person,tensor(0.80026)
972,90842.png,person,tensor(0.52526)
972,90842.png,person,tensor(0.50022)
973,82195.png,person,tensor(0.67312)
974,05793.png,person,tensor(0.85491)
974,05793.png,person,tensor(0.80564)
974,05793.png,tie,tensor(0.66755)
975,37854.png,person,tensor(0.62250)
976,68159.png,person,tensor(0.74319)
976,68159.png,person,tensor(0.68219)
978,68431.png,person,tensor(0.54104)
980,03981.png,person,tensor(0.74968)
980,03981.png,cell phone,tensor(0.59041)
981,94065.png,person,tensor(0.70928)
982,28173.png,person,tensor(0.71750)
982,28173.png,person,tensor(0.71139)
985,58210.png,person,tensor(0.60248)
986,56241.png,person,tensor(0.85399)
986,56241.png,person,tensor(0.78281)
986,56241.png,person,tensor(0.77049)
986,56241.png,person,tensor(0.69976)
986,56241.png,person,tensor(0.64436)
986,56241.png,person,tensor(0.54851)
986,56241.png,person,tensor(0.52972)
987,01359.png,person,tensor(0.83245)
987,01359.png,cup,tensor(0.54156)
988,46928.png,person,tensor(0.82411)
988,46928.png,person,tensor(0.80299)
988,46928.png,person,tensor(0.67550)
988,46928.png,person,tensor(0.64499)
988,46928.png,person,tensor(0.61546)
988,46928.png,person,tensor(0.56624)
988,46928.png,person,tensor(0.55102)
989,24931.png,person,tensor(0.91416)
989,24931.png,person,tensor(0.90143)
989,24931.png,person,tensor(0.59256)
990,17596.png,person,tensor(0.68887)
993,74923.png,person,tensor(0.76319)
993,74923.png,person,tensor(0.71569)
993,74923.png,person,tensor(0.71559)
993,74923.png,person,tensor(0.61944)
993,74923.png,person,tensor(0.53000)
993,74923.png,person,tensor(0.50426)
994,04387.png,bowl,tensor(0.77589)
994,04387.png,person,tensor(0.69077)
994,04387.png,person,tensor(0.67944)
995,15926.png,person,tensor(0.50953)
996,24783.png,horse,tensor(0.70458)
996,24783.png,person,tensor(0.52079)
997,17208.png,person,tensor(0.74698)
997,17208.png,person,tensor(0.73847)
997,17208.png,person,tensor(0.70917)
997,17208.png,person,tensor(0.64951)
997,17208.png,person,tensor(0.50602)
999,30546.png,person,tensor(0.67925)
999,30546.png,person,tensor(0.60985)
1000,87065.png,person,tensor(0.80396)
1000,87065.png,person,tensor(0.55701)
1002,01284.png,person,tensor(0.84268)
1003,58916.png,tie,tensor(0.78789)
1004,52870.png,tie,tensor(0.63978)
1005,34521.png,person,tensor(0.92107)
1005,34521.png,person,tensor(0.55650)
1007,39817.png,person,tensor(0.85246)
1007,39817.png,person,tensor(0.64845)
1009,46095.png,person,tensor(0.60309)
1010,07931.png,person,tensor(0.88969)
1010,07931.png,person,tensor(0.81254)
1011,23841.png,person,tensor(0.66874)
1012,78021.png,person,tensor(0.92586)
1012,78021.png,person,tensor(0.91349)
1012,78021.png,person,tensor(0.91267)
1012,78021.png,person,tensor(0.85603)
1012,78021.png,person,tensor(0.64967)
1012,78021.png,person,tensor(0.63132)
1013,51608.png,teddy bear,tensor(0.81582)
1013,51608.png,person,tensor(0.79086)
1013,51608.png,person,tensor(0.68678)
1013,51608.png,person,tensor(0.56836)
1014,17534.png,person,tensor(0.57749)
1014,17534.png,person,tensor(0.54650)
1015,34218.png,person,tensor(0.58185)
1017,18254.png,person,tensor(0.88466)
1018,18960.png,person,tensor(0.66729)
1018,18960.png,person,tensor(0.60091)
1018,18960.png,person,tensor(0.58052)
1019,58349.png,sports ball,tensor(0.53378)
1022,49703.png,person,tensor(0.66496)
1023,72968.png,bottle,tensor(0.70853)
1023,72968.png,bottle,tensor(0.69636)
1023,72968.png,bottle,tensor(0.65580)
1023,72968.png,person,tensor(0.56921)
1024,28403.png,person,tensor(0.57760)
1025,58361.png,person,tensor(0.92923)
1025,58361.png,person,tensor(0.90478)
1026,80943.png,chair,tensor(0.61105)
1028,72598.png,person,tensor(0.84811)
1028,72598.png,person,tensor(0.83140)
1028,72598.png,person,tensor(0.69072)
1028,72598.png,person,tensor(0.61778)
1028,72598.png,person,tensor(0.51708)
1030,76598.png,person,tensor(0.65040)
1031,41986.png,person,tensor(0.69934)
1032,63712.png,person,tensor(0.85816)
1034,04769.png,person,tensor(0.72150)
1035,74310.png,person,tensor(0.55567)
1036,10843.png,person,tensor(0.70951)
1036,10843.png,tie,tensor(0.54164)
1037,10395.png,dog,tensor(0.84959)
1040,01834.png,person,tensor(0.67780)
1040,01834.png,person,tensor(0.51727)
1041,96054.png,person,tensor(0.50772)
1042,85314.png,person,tensor(0.82306)
1042,85314.png,person,tensor(0.79310)
1042,85314.png,person,tensor(0.77418)
1042,85314.png,person,tensor(0.73748)
1042,85314.png,person,tensor(0.60199)
1044,30248.png,person,tensor(0.59397)
1046,70169.png,person,tensor(0.71078)
1046,70169.png,person,tensor(0.60929)
1049,81207.png,person,tensor(0.78610)
1050,09124.png,person,tensor(0.77916)
1051,80714.png,person,tensor(0.85372)
1051,80714.png,person,tensor(0.65671)
1051,80714.png,chair,tensor(0.54129)
1053,73501.png,person,tensor(0.58621)
1054,75381.png,person,tensor(0.69622)
1054,75381.png,person,tensor(0.57601)
1055,31479.png,person,tensor(0.64752)
1056,09786.png,car,tensor(0.81300)
1056,09786.png,person,tensor(0.57517)
1056,09786.png,person,tensor(0.52738)
1058,97453.png,person,tensor(0.62644)
1059,41523.png,person,tensor(0.58134)
1060,69732.png,tie,tensor(0.69885)
1060,69732.png,person,tensor(0.54237)
1061,74906.png,person,tensor(0.93770)
1061,74906.png,person,tensor(0.89867)
1061,74906.png,person,tensor(0.81813)
1061,74906.png,person,tensor(0.69894)
1062,46231.png,person,tensor(0.74763)
1062,46231.png,person,tensor(0.70362)
1062,46231.png,person,tensor(0.62817)
1062,46231.png,person,tensor(0.60870)
1062,46231.png,person,tensor(0.57321)
1062,46231.png,person,tensor(0.54664)
1062,46231.png,person,tensor(0.50764)
1065,73619.png,person,tensor(0.88905)
1066,24356.png,apple,tensor(0.57695)
1066,24356.png,apple,tensor(0.53355)
1067,16275.png,person,tensor(0.86829)
1067,16275.png,person,tensor(0.50606)
1068,52641.png,person,tensor(0.65852)
1069,80193.png,person,tensor(0.57516)
1072,20715.png,person,tensor(0.77649)
1072,20715.png,remote,tensor(0.57986)
1072,20715.png,person,tensor(0.52655)
1073,19470.png,person,tensor(0.77220)
1073,19470.png,person,tensor(0.54691)
1075,81423.png,person,tensor(0.74306)
1075,81423.png,person,tensor(0.70115)
1075,81423.png,tie,tensor(0.69831)
1075,81423.png,tie,tensor(0.68188)
1075,81423.png,person,tensor(0.51266)
1076,84609.png,person,tensor(0.55687)
1079,07692.png,person,tensor(0.85682)
1079,07692.png,person,tensor(0.71450)
1079,07692.png,car,tensor(0.58447)
1080,34206.png,person,tensor(0.87181)
1080,34206.png,cat,tensor(0.85457)
1083,84036.png,person,tensor(0.52899)
1084,42185.png,person,tensor(0.68646)
1085,12089.png,person,tensor(0.55071)
1086,24576.png,person,tensor(0.76885)
1086,24576.png,person,tensor(0.71270)
1089,79451.png,person,tensor(0.66446)
1091,59613.png,person,tensor(0.66787)
1093,30481.png,person,tensor(0.70023)
1093,30481.png,person,tensor(0.58768)
1096,10967.png,person,tensor(0.64917)
1097,51890.png,person,tensor(0.89526)
1097,51890.png,person,tensor(0.88084)
1097,51890.png,handbag,tensor(0.69939)
1098,79584.png,person,tensor(0.66606)
1098,79584.png,person,tensor(0.55107)
1098,79584.png,tie,tensor(0.53185)
1099,16923.png,person,tensor(0.81670)
1099,16923.png,chair,tensor(0.62046)
1100,96184.png,person,tensor(0.65538)
1102,39867.png,person,tensor(0.88270)
1104,13098.png,person,tensor(0.90843)
1105,05439.png,person,tensor(0.51034)
1106,83927.png,person,tensor(0.69847)
1106,83927.png,bottle,tensor(0.58923)
1107,29067.png,tv,tensor(0.91610)
1107,29067.png,vase,tensor(0.82458)
1107,29067.png,vase,tensor(0.80154)
1107,29067.png,vase,tensor(0.79086)
1107,29067.png,bowl,tensor(0.76224)
1107,29067.png,bottle,tensor(0.68218)
1108,21869.png,person,tensor(0.79571)
1109,47203.png,person,tensor(0.56019)
1111,91483.png,person,tensor(0.64885)
1112,75183.png,person,tensor(0.78664)
1113,20567.png,truck,tensor(0.52416)
1114,13520.png,person,tensor(0.51096)
1115,51387.png,cell phone,tensor(0.83629)
1115,51387.png,person,tensor(0.66135)
1116,70628.png,person,tensor(0.71448)
1116,70628.png,person,tensor(0.54100)
1117,53469.png,tie,tensor(0.91496)
1119,06749.png,person,tensor(0.77381)
1119,06749.png,person,tensor(0.76453)
1119,06749.png,person,tensor(0.68668)
1120,43192.png,cat,tensor(0.81471)
1121,65714.png,person,tensor(0.60343)
1121,65714.png,person,tensor(0.50506)
1122,27410.png,kite,tensor(0.56375)
1124,91847.png,person,tensor(0.89104)
1124,91847.png,tie,tensor(0.57748)
1125,31267.png,person,tensor(0.54601)
1126,73205.png,person,tensor(0.52137)
1128,72893.png,person,tensor(0.73931)
1128,72893.png,person,tensor(0.71869)
1128,72893.png,person,tensor(0.59125)
1131,38704.png,donut,tensor(0.65528)
1132,81079.png,person,tensor(0.54240)
1133,10476.png,person,tensor(0.69270)
1134,72415.png,bicycle,tensor(0.88569)
1136,12967.png,person,tensor(0.87967)
1136,12967.png,person,tensor(0.76795)
1136,12967.png,person,tensor(0.76432)
1136,12967.png,person,tensor(0.70282)
1136,12967.png,person,tensor(0.70247)
1137,90175.png,sheep,tensor(0.61918)
1140,23106.png,tie,tensor(0.63904)
1140,23106.png,person,tensor(0.61537)
1140,23106.png,person,tensor(0.50209)
1141,15270.png,cell phone,tensor(0.73907)
1142,18362.png,person,tensor(0.82781)
1142,18362.png,person,tensor(0.82219)
1142,18362.png,person,tensor(0.64943)
1142,18362.png,person,tensor(0.53979)
1142,18362.png,person,tensor(0.51515)
1144,34620.png,tie,tensor(0.72240)
1146,38165.png,person,tensor(0.84730)
1146,38165.png,person,tensor(0.71542)
1147,79140.png,horse,tensor(0.58656)
1148,87251.png,dog,tensor(0.84250)
1149,02697.png,bowl,tensor(0.58831)
1149,02697.png,bowl,tensor(0.56490)
1151,09213.png,person,tensor(0.61650)
1152,46730.png,dog,tensor(0.88766)
1152,46730.png,bird,tensor(0.73210)
1152,46730.png,dog,tensor(0.54865)
1152,46730.png,dog,tensor(0.52187)
1153,10564.png,wine glass,tensor(0.88719)
1153,10564.png,person,tensor(0.50889)
1154,02768.png,person,tensor(0.51632)
1155,07198.png,person,tensor(0.59046)
1157,34970.png,person,tensor(0.83144)
1157,34970.png,person,tensor(0.75647)
1157,34970.png,person,tensor(0.62962)
1157,34970.png,cell phone,tensor(0.60876)
1162,70456.png,person,tensor(0.78834)
1162,70456.png,person,tensor(0.73384)
1162,70456.png,person,tensor(0.73265)
1162,70456.png,person,tensor(0.72488)
1162,70456.png,person,tensor(0.67337)
1162,70456.png,person,tensor(0.62537)
1162,70456.png,person,tensor(0.51603)
1164,52187.png,airplane,tensor(0.84263)
1164,52187.png,airplane,tensor(0.79401)
1164,52187.png,airplane,tensor(0.53878)
1166,32809.png,person,tensor(0.51599)
1167,18564.png,person,tensor(0.84545)
1167,18564.png,person,tensor(0.50571)
1167,18564.png,person,tensor(0.50146)
1168,64027.png,person,tensor(0.92754)
1168,64027.png,person,tensor(0.84951)
1169,51783.png,cat,tensor(0.86212)
1170,67015.png,tie,tensor(0.66519)
1170,67015.png,person,tensor(0.65691)
1171,50427.png,person,tensor(0.78752)
1171,50427.png,frisbee,tensor(0.56023)
1172,10325.png,person,tensor(0.71332)
1173,42381.png,bottle,tensor(0.82102)
1173,42381.png,person,tensor(0.66959)
1173,42381.png,person,tensor(0.62898)
1173,42381.png,cup,tensor(0.59280)
1173,42381.png,person,tensor(0.56541)
1175,72364.png,person,tensor(0.82301)
1175,72364.png,person,tensor(0.68716)
1176,25643.png,person,tensor(0.79113)
1176,25643.png,person,tensor(0.60300)
1176,25643.png,person,tensor(0.51423)
1178,96508.png,person,tensor(0.83818)
1178,96508.png,person,tensor(0.57137)
1179,40397.png,person,tensor(0.72470)
1179,40397.png,person,tensor(0.62098)
1179,40397.png,person,tensor(0.60075)
1179,40397.png,person,tensor(0.58883)
1179,40397.png,person,tensor(0.56724)
1179,40397.png,person,tensor(0.52200)
1181,40653.png,person,tensor(0.70139)
1181,40653.png,tie,tensor(0.68184)
1185,78409.png,person,tensor(0.68353)
1185,78409.png,person,tensor(0.55461)
1185,78409.png,person,tensor(0.51844)
1185,78409.png,person,tensor(0.50875)
1185,78409.png,person,tensor(0.50315)
1186,81549.png,person,tensor(0.59228)
1187,67284.png,horse,tensor(0.65627)
1187,67284.png,horse,tensor(0.52487)
1188,92547.png,person,tensor(0.56570)
1189,61502.png,stop sign,tensor(0.86480)
1189,61502.png,traffic light,tensor(0.52946)
1190,76094.png,person,tensor(0.81380)
1190,76094.png,tie,tensor(0.76671)
1192,34216.png,person,tensor(0.57777)
1192,34216.png,cup,tensor(0.51302)
1196,69137.png,tie,tensor(0.53430)
1199,26057.png,person,tensor(0.67226)
1200,04859.png,person,tensor(0.61919)
1201,19205.png,person,tensor(0.62538)
1202,68594.png,person,tensor(0.92271)
1203,49280.png,person,tensor(0.79806)
1203,49280.png,person,tensor(0.69540)
1205,71840.png,person,tensor(0.72761)
1205,71840.png,person,tensor(0.66139)
1205,71840.png,person,tensor(0.55562)
1206,04563.png,person,tensor(0.93813)
1206,04563.png,tie,tensor(0.88904)
1206,04563.png,tie,tensor(0.84356)
1206,04563.png,person,tensor(0.67762)
1209,36107.png,frisbee,tensor(0.85380)
1209,36107.png,person,tensor(0.78487)
1210,76398.png,person,tensor(0.82596)
1210,76398.png,person,tensor(0.77740)
1210,76398.png,person,tensor(0.77649)
1210,76398.png,person,tensor(0.74140)
1210,76398.png,person,tensor(0.72861)
1210,76398.png,person,tensor(0.70079)
1210,76398.png,person,tensor(0.65902)
1210,76398.png,person,tensor(0.63216)
1210,76398.png,person,tensor(0.57195)
1210,76398.png,person,tensor(0.54916)
1211,17652.png,person,tensor(0.89766)
1211,17652.png,bird,tensor(0.76006)
1211,17652.png,bird,tensor(0.52905)
1212,82379.png,person,tensor(0.53370)
1214,19547.png,person,tensor(0.58967)
1217,19526.png,person,tensor(0.63704)
1218,46109.png,bottle,tensor(0.76949)
1218,46109.png,person,tensor(0.68367)
1218,46109.png,person,tensor(0.53652)
1218,46109.png,person,tensor(0.50536)
1220,87412.png,person,tensor(0.58444)
1222,57249.png,person,tensor(0.57983)
1223,32795.png,person,tensor(0.77873)
1223,32795.png,person,tensor(0.74503)
1223,32795.png,person,tensor(0.68441)
1223,32795.png,person,tensor(0.63742)
1223,32795.png,person,tensor(0.60862)
1223,32795.png,person,tensor(0.60409)
1223,32795.png,person,tensor(0.59863)
1223,32795.png,person,tensor(0.57426)
1223,32795.png,person,tensor(0.54891)
1223,32795.png,person,tensor(0.51648)
1224,92837.png,cell phone,tensor(0.64163)
1225,04675.png,cat,tensor(0.91949)
1225,04675.png,cat,tensor(0.51434)
1226,61425.png,person,tensor(0.91631)
1229,38047.png,person,tensor(0.89188)
1229,38047.png,person,tensor(0.86338)
1229,38047.png,person,tensor(0.83163)
1229,38047.png,person,tensor(0.72085)
1230,46201.png,person,tensor(0.55670)
1231,97021.png,tie,tensor(0.50526)
1232,08695.png,person,tensor(0.92672)
1232,08695.png,person,tensor(0.90491)
1232,08695.png,person,tensor(0.86593)
1232,08695.png,person,tensor(0.86108)
1232,08695.png,person,tensor(0.83093)
1232,08695.png,person,tensor(0.82089)
1232,08695.png,person,tensor(0.73051)
1232,08695.png,person,tensor(0.71262)
1232,08695.png,person,tensor(0.69500)
1232,08695.png,sheep,tensor(0.64087)
1232,08695.png,person,tensor(0.59736)
1232,08695.png,cow,tensor(0.57323)
1232,08695.png,person,tensor(0.53990)
1234,12647.png,tie,tensor(0.85851)
1234,12647.png,person,tensor(0.68022)
1238,59714.png,person,tensor(0.89476)
1238,59714.png,person,tensor(0.79390)
1238,59714.png,person,tensor(0.70722)
1238,59714.png,person,tensor(0.66943)
1238,59714.png,person,tensor(0.56880)
1239,03789.png,person,tensor(0.73960)
1239,03789.png,tie,tensor(0.56379)
1240,16954.png,person,tensor(0.92263)
1242,46302.png,person,tensor(0.88309)
1243,57463.png,boat,tensor(0.51113)
1247,62784.png,person,tensor(0.54424)
1247,62784.png,person,tensor(0.51277)
1250,26497.png,person,tensor(0.83470)
1251,08571.png,person,tensor(0.82356)
1252,92608.png,person,tensor(0.54830)
1254,47259.png,person,tensor(0.79344)
1254,47259.png,airplane,tensor(0.76014)
1255,18529.png,person,tensor(0.66496)
1256,23408.png,chair,tensor(0.72906)
1256,23408.png,person,tensor(0.72609)
1257,74396.png,baseball bat,tensor(0.52983)
1259,65803.png,person,tensor(0.85189)
1259,65803.png,person,tensor(0.50457)
1262,03256.png,tie,tensor(0.55815)
1265,82903.png,person,tensor(0.60757)
1266,27016.png,person,tensor(0.62277)
1267,62038.png,person,tensor(0.83005)
1267,62038.png,person,tensor(0.81205)
1267,62038.png,person,tensor(0.67024)
1267,62038.png,person,tensor(0.57118)
1270,24810.png,sports ball,tensor(0.73575)
1271,80629.png,tie,tensor(0.83263)
1273,45371.png,elephant,tensor(0.60329)
1274,09467.png,tie,tensor(0.61550)
1276,03675.png,person,tensor(0.63748)
1278,91845.png,person,tensor(0.88722)
1278,91845.png,person,tensor(0.78396)
1279,87610.png,person,tensor(0.59533)
1281,94803.png,person,tensor(0.85482)
1281,94803.png,person,tensor(0.84646)
1281,94803.png,person,tensor(0.71593)
1281,94803.png,person,tensor(0.62388)
1282,58326.png,person,tensor(0.57060)
1283,94518.png,person,tensor(0.83971)
1283,94518.png,person,tensor(0.77714)
1283,94518.png,person,tensor(0.72582)
1283,94518.png,person,tensor(0.72087)
1283,94518.png,person,tensor(0.52413)
1284,36058.png,person,tensor(0.74395)
1284,36058.png,person,tensor(0.69126)
1285,84179.png,person,tensor(0.90265)
1285,84179.png,person,tensor(0.71712)
1290,60158.png,person,tensor(0.85762)
1291,40627.png,person,tensor(0.71810)
1292,12769.png,person,tensor(0.91145)
1292,12769.png,person,tensor(0.86421)
1292,12769.png,person,tensor(0.76972)
1292,12769.png,person,tensor(0.74019)
1292,12769.png,person,tensor(0.68709)
1292,12769.png,tie,tensor(0.67686)
1292,12769.png,person,tensor(0.61464)
1292,12769.png,tie,tensor(0.56635)
1292,12769.png,person,tensor(0.54184)
1293,24165.png,car,tensor(0.79398)
1293,24165.png,person,tensor(0.78238)
1293,24165.png,car,tensor(0.76868)
1293,24165.png,person,tensor(0.58890)
1293,24165.png,handbag,tensor(0.56806)
1293,24165.png,car,tensor(0.54663)
1293,24165.png,car,tensor(0.54053)
1296,96820.png,person,tensor(0.87325)
1296,96820.png,laptop,tensor(0.87087)
1296,96820.png,potted plant,tensor(0.63266)
1296,96820.png,cup,tensor(0.61380)
1297,97062.png,dog,tensor(0.74685)
1297,97062.png,person,tensor(0.66348)
1299,72819.png,person,tensor(0.85810)
1299,72819.png,person,tensor(0.77090)
1299,72819.png,person,tensor(0.74476)
1299,72819.png,person,tensor(0.70911)
1299,72819.png,person,tensor(0.63620)
1299,72819.png,person,tensor(0.61196)
1299,72819.png,person,tensor(0.53336)
1299,72819.png,person,tensor(0.50915)
1300,26987.png,person,tensor(0.58899)
1301,29073.png,person,tensor(0.73507)
1301,29073.png,cup,tensor(0.71691)
1301,29073.png,person,tensor(0.69095)
1301,29073.png,person,tensor(0.66403)
1303,26910.png,person,tensor(0.68606)
1303,26910.png,person,tensor(0.62284)
1303,26910.png,person,tensor(0.57326)
1303,26910.png,person,tensor(0.51737)
1306,61825.png,dog,tensor(0.62731)
1306,61825.png,book,tensor(0.51486)
1306,61825.png,book,tensor(0.50422)
1307,48315.png,person,tensor(0.84437)
1307,48315.png,person,tensor(0.75424)
1308,27563.png,person,tensor(0.76079)
1308,27563.png,person,tensor(0.75476)
1310,20195.png,person,tensor(0.64342)
1311,95214.png,bird,tensor(0.65240)
1312,98075.png,person,tensor(0.74715)
1313,89574.png,person,tensor(0.57445)
1315,18593.png,person,tensor(0.93012)
1315,18593.png,person,tensor(0.90717)
1315,18593.png,person,tensor(0.90164)
1315,18593.png,person,tensor(0.84623)
1315,18593.png,person,tensor(0.81835)
1315,18593.png,person,tensor(0.81527)
1315,18593.png,person,tensor(0.80791)
1315,18593.png,person,tensor(0.77396)
1315,18593.png,person,tensor(0.70854)
1315,18593.png,person,tensor(0.66375)
1315,18593.png,person,tensor(0.65114)
1315,18593.png,person,tensor(0.60431)
1315,18593.png,person,tensor(0.58890)
1317,98517.png,person,tensor(0.82932)
1317,98517.png,sheep,tensor(0.74468)
1317,98517.png,sheep,tensor(0.74421)
1317,98517.png,sheep,tensor(0.68260)
1317,98517.png,sheep,tensor(0.66922)
1317,98517.png,sheep,tensor(0.57343)
1317,98517.png,person,tensor(0.56514)
1317,98517.png,person,tensor(0.56151)
1317,98517.png,sheep,tensor(0.52616)
1318,04187.png,person,tensor(0.77254)
1318,04187.png,person,tensor(0.70739)
1318,04187.png,umbrella,tensor(0.68317)
1318,04187.png,person,tensor(0.66441)
1318,04187.png,umbrella,tensor(0.61846)
1319,39478.png,tie,tensor(0.77202)
1319,39478.png,person,tensor(0.65319)
1321,64138.png,fork,tensor(0.75813)
1323,72146.png,person,tensor(0.79644)
1323,72146.png,person,tensor(0.51334)
1324,15809.png,tie,tensor(0.77958)
1325,85329.png,person,tensor(0.53312)
1326,20541.png,person,tensor(0.62588)
1327,67325.png,airplane,tensor(0.78384)
1327,67325.png,airplane,tensor(0.75184)
1329,31709.png,person,tensor(0.59086)
1330,63921.png,person,tensor(0.86798)
1330,63921.png,person,tensor(0.83956)
1330,63921.png,person,tensor(0.79370)
1330,63921.png,person,tensor(0.77908)
1330,63921.png,person,tensor(0.75820)
1330,63921.png,person,tensor(0.64701)
1330,63921.png,person,tensor(0.59353)
1330,63921.png,person,tensor(0.51906)
1331,48509.png,person,tensor(0.84681)
1333,71530.png,person,tensor(0.50980)
1336,27958.png,person,tensor(0.70676)
1336,27958.png,person,tensor(0.57070)
1339,86750.png,person,tensor(0.93655)
1339,86750.png,tie,tensor(0.91150)
1339,86750.png,person,tensor(0.73166)
1339,86750.png,person,tensor(0.67329)
1340,87563.png,cake,tensor(0.61553)
1340,87563.png,cake,tensor(0.52412)
1341,45031.png,car,tensor(0.88568)
1341,45031.png,car,tensor(0.85185)
1341,45031.png,car,tensor(0.73713)
1342,28504.png,person,tensor(0.75991)
1343,35097.png,person,tensor(0.83386)
1343,35097.png,sheep,tensor(0.73717)
1343,35097.png,sheep,tensor(0.70652)
1343,35097.png,sheep,tensor(0.70512)
1343,35097.png,sheep,tensor(0.66837)
1343,35097.png,sheep,tensor(0.56916)
1343,35097.png,person,tensor(0.56656)
1343,35097.png,person,tensor(0.54888)
